Number,Time,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T
754850,06-07-19 14:20,31,2,73,38,29,13,53,69,12,27,25,59,11,23,1,3,72,47,10,74
754851,06-07-19 14:25,22,66,42,1,40,7,9,60,12,4,33,79,57,53,70,18,3,49,47,21
754852,06-07-19 14:30,44,11,3,15,28,29,18,50,21,6,36,13,27,56,43,24,65,80,70,68
754853,06-07-19 14:35,10,52,49,17,24,43,20,33,36,1,39,7,57,75,60,34,62,28,46,19
754854,06-07-19 14:40,76,4,41,57,28,71,61,77,22,8,11,44,54,68,25,19,24,3,52,49
754855,06-07-19 14:45,62,22,64,43,74,23,17,59,63,77,49,30,5,47,26,57,46,61,14,80
754856,06-07-19 14:50,32,54,37,18,36,17,58,28,1,11,7,14,8,33,22,73,12,46,40,51
754857,06-07-19 14:55,34,19,66,38,62,6,18,4,57,68,37,65,43,73,47,78,52,55,71,44
754858,06-07-19 15:00,58,18,26,57,37,8,67,66,53,20,44,30,54,63,59,29,52,46,78,34
754859,06-07-19 15:05,78,68,17,62,43,53,8,12,14,10,7,16,25,1,46,80,60,27,9,63
754860,06-07-19 15:10,51,63,6,29,41,46,25,23,35,20,21,18,69,43,73,40,61,8,80,37
754861,06-07-19 15:15,12,49,57,35,37,77,70,41,76,2,8,21,69,45,15,80,53,67,43,63
754862,06-07-19 15:20,13,22,47,3,69,7,5,17,80,41,34,18,32,11,76,43,54,23,35,44
754863,06-07-19 15:25,68,35,28,62,29,72,51,16,75,45,17,52,50,55,13,79,60,54,69,25
754864,06-07-19 15:30,33,36,55,22,64,13,23,28,9,37,77,51,50,48,39,62,15,47,24,29
754865,06-07-19 15:35,4,64,14,26,36,15,11,42,74,56,61,34,47,66,1,45,68,38,57,63
754866,06-07-19 15:40,13,44,23,53,54,5,7,78,27,34,71,39,68,2,11,67,74,56,49,40
754867,06-07-19 15:45,31,16,58,14,35,47,43,63,32,56,24,65,1,13,80,4,52,36,33,55
754868,06-07-19 15:50,62,19,6,20,32,12,13,23,1,40,39,73,8,31,2,68,4,61,48,65
754869,06-07-19 15:55,48,41,30,26,53,23,9,79,31,22,50,59,76,14,55,78,28,2,54,70
754870,06-07-19 16:00,7,36,74,65,26,11,67,12,23,39,38,45,25,10,19,22,44,66,31,9
754871,06-07-19 16:05,21,27,24,15,50,32,68,44,8,69,64,31,20,43,45,70,16,22,18,57
754872,06-07-19 16:10,78,74,25,58,45,21,59,10,12,6,57,46,2,79,23,64,76,4,51,16
754873,06-07-19 16:15,46,55,58,49,51,74,41,9,37,4,15,2,76,54,77,62,66,14,36,42
754874,06-07-19 16:20,67,54,23,64,46,19,45,50,55,5,22,4,73,27,72,43,2,42,3,70
754875,06-07-19 16:25,19,27,48,42,1,25,52,75,38,37,3,24,32,47,72,29,2,45,4,13
754876,06-07-19 16:30,56,7,73,44,77,63,65,60,36,74,78,70,64,57,14,75,21,67,41,31
754877,06-07-19 16:35,45,49,13,60,2,73,55,69,42,30,52,47,6,40,20,18,46,50,79,31
754878,06-07-19 16:40,59,16,58,22,32,72,17,54,35,18,19,13,24,15,55,57,8,50,26,71
754879,06-07-19 16:45,53,79,64,59,44,45,70,15,32,22,73,63,29,19,58,55,49,5,17,11
754880,06-07-19 16:50,33,17,74,54,76,49,7,40,37,41,24,72,48,36,15,63,31,21,29,71
754881,06-07-19 16:55,45,68,72,15,16,18,44,63,5,36,34,35,58,2,76,31,67,61,73,62
754882,06-07-19 17:00,12,13,9,8,47,75,65,59,11,54,63,29,78,7,20,27,77,62,33,68
754883,06-07-19 17:05,77,29,23,52,69,67,2,62,45,46,10,51,14,21,76,56,68,53,47,32
754884,06-07-19 17:10,18,41,69,1,48,72,16,32,77,30,3,80,39,76,46,28,65,64,23,19
754885,06-07-19 17:15,71,10,54,36,69,41,65,66,55,12,64,79,53,63,61,52,48,73,32,78
754886,06-07-19 17:20,70,76,75,15,64,3,2,80,31,61,47,20,39,49,37,55,22,71,62,54
754887,06-07-19 17:25,64,69,46,62,21,57,12,72,58,11,75,78,55,71,48,33,8,16,50,52
754888,06-07-19 17:30,56,30,66,8,12,67,44,11,47,54,57,5,75,4,58,73,6,79,68,14
754889,06-07-19 17:35,65,61,12,73,32,47,23,36,7,39,62,33,69,59,79,44,26,4,22,6
754890,06-07-19 17:40,57,59,2,49,13,35,40,31,3,44,76,32,11,41,28,18,30,53,36,69
754891,06-07-19 17:45,49,71,30,47,79,14,11,55,27,59,54,20,21,41,68,12,19,63,69,66
754892,06-07-19 17:50,24,8,80,45,60,39,3,18,26,20,69,27,67,5,57,64,43,40,71,61
754893,06-07-19 17:55,5,12,65,9,37,33,27,75,36,59,69,72,15,73,52,13,16,70,25,76
754894,06-07-19 18:00,33,13,62,16,30,48,39,77,38,7,34,74,8,72,3,58,31,22,80,23
754895,06-07-19 18:05,40,16,57,20,68,52,64,24,14,15,46,31,69,43,60,5,3,23,63,18
754896,06-07-19 18:10,16,10,18,48,8,41,28,36,5,74,20,64,73,37,38,80,68,51,65,29
754897,06-07-19 18:15,76,45,3,28,39,27,8,52,11,38,9,37,13,62,36,66,49,41,19,2
754898,06-07-19 18:20,80,59,63,61,74,14,69,48,55,5,13,30,46,35,23,73,32,15,70,56
754899,06-07-19 18:25,53,51,55,31,50,69,76,34,61,23,68,73,44,36,59,60,67,21,52,2
754900,06-07-19 18:30,80,56,6,36,37,64,4,50,27,23,29,74,42,54,25,10,39,72,46,44
754901,06-07-19 18:35,49,5,9,16,58,39,17,60,22,11,55,44,20,6,24,28,66,26,7,53
754902,06-07-19 18:40,55,18,50,43,9,13,58,57,46,61,74,69,21,73,12,75,17,19,25,5
754903,06-07-19 18:45,36,77,34,80,15,33,27,48,23,55,60,63,53,16,78,59,12,74,24,18
754904,06-07-19 18:50,39,6,15,3,29,52,40,72,56,64,48,59,19,18,41,51,36,78,54,30
754905,06-07-19 18:55,53,68,35,36,66,13,17,37,79,29,38,5,57,63,52,21,44,28,39,23
754906,06-07-19 19:00,11,64,67,66,65,47,43,18,59,55,54,68,74,50,9,10,60,25,32,13
754907,06-07-19 19:05,47,19,21,55,36,16,1,57,45,4,60,3,78,5,43,58,66,10,53,77
754908,06-07-19 19:10,44,54,56,10,31,17,72,76,79,43,68,8,67,22,77,1,42,46,37,20
754909,06-07-19 19:15,23,41,10,54,1,59,34,21,9,57,11,58,29,4,76,69,64,2,30,18
754910,06-07-19 19:20,36,26,22,28,19,14,56,54,72,47,39,4,29,1,53,35,46,32,20,65
754911,06-07-19 19:25,56,10,48,59,62,18,45,49,65,4,7,71,73,46,38,3,34,23,68,66
754912,06-07-19 19:30,35,23,52,32,63,38,15,28,16,5,39,78,62,4,9,24,18,71,61,74
754913,06-07-19 19:35,60,63,4,69,50,38,23,47,3,35,39,46,56,10,65,79,48,28,20,2
754914,06-07-19 19:40,50,19,54,63,42,70,55,21,56,25,28,67,53,10,78,72,1,26,5,12
754915,06-07-19 19:45,61,66,39,31,38,53,2,25,54,73,14,76,36,63,19,20,6,29,7,4
754916,06-07-19 19:50,4,69,8,50,35,33,73,70,36,53,2,54,15,80,29,56,32,44,51,25
754917,06-07-19 19:55,36,12,41,29,15,56,61,19,3,65,24,62,5,2,47,77,4,52,76,71
754918,06-07-19 20:00,9,23,25,73,27,37,31,76,62,10,52,28,61,3,19,69,66,80,42,51
754919,06-07-19 20:05,57,2,56,37,4,79,9,30,80,66,1,74,42,13,69,8,28,55,29,12
754920,06-07-19 20:10,3,76,26,30,55,77,20,9,27,31,1,33,64,32,62,69,58,46,4,49
754921,06-07-19 20:15,46,48,16,47,80,61,42,79,36,24,15,67,4,14,68,51,17,30,70,75
754922,06-07-19 20:20,6,40,18,74,54,28,33,42,36,56,29,22,49,69,35,34,43,16,2,8
754923,06-07-19 20:25,8,33,40,57,39,11,47,36,65,78,2,59,60,76,66,32,34,12,42,23
754924,06-07-19 20:30,55,28,22,32,71,73,29,9,51,75,6,80,44,45,77,59,4,2,64,78
754925,06-07-19 20:35,22,53,15,51,11,54,35,66,77,10,52,26,50,65,23,21,57,28,70,34
754926,06-07-19 20:40,55,7,59,72,28,68,29,46,74,31,73,34,39,45,6,9,17,62,36,49
754927,06-07-19 20:45,71,12,39,11,31,77,36,9,58,50,53,63,69,49,45,43,79,15,17,38
754928,06-07-19 20:50,49,26,45,2,24,43,9,46,65,33,50,62,1,30,16,8,36,29,18,76
754929,06-07-19 20:55,64,59,76,37,33,2,78,11,60,79,27,15,58,57,17,26,31,77,74,28
754930,06-07-19 21:00,19,16,80,9,47,17,62,20,5,10,67,13,23,74,50,7,4,66,53,79
754931,06-07-19 21:05,40,43,75,78,67,42,11,61,26,57,30,68,20,55,29,9,35,23,45,15
754932,06-07-19 21:10,50,7,19,9,56,51,12,41,21,71,79,66,54,35,58,16,55,18,33,52
754933,06-07-19 21:15,11,29,16,9,2,80,10,33,37,78,57,59,31,62,52,61,70,39,74,71
754934,06-07-19 21:20,73,50,60,51,2,38,28,9,79,68,66,54,34,48,59,5,25,63,13,30
754935,06-07-19 21:25,14,4,76,38,41,11,33,9,12,17,25,20,49,31,54,23,72,37,79,44
754936,06-07-19 21:30,44,43,46,17,7,71,41,29,30,31,68,28,23,49,64,39,50,58,5,59
754937,06-07-19 21:35,52,2,37,25,62,19,54,34,79,28,13,48,3,60,40,66,75,20,55,5
754938,06-07-19 21:40,26,45,61,22,63,27,71,49,1,67,47,41,13,44,78,24,72,43,30,56
754939,06-07-19 21:45,3,63,70,23,38,21,65,16,73,40,7,68,71,67,78,80,45,9,30,47
754940,06-07-19 21:50,16,71,48,44,80,14,58,18,60,70,6,55,19,72,15,45,22,35,54,75
754941,06-07-19 21:55,60,16,4,68,15,21,6,10,19,49,47,18,32,29,38,42,45,26,30,62
754942,06-07-19 22:00,45,39,43,40,50,15,74,56,47,44,36,1,61,52,11,24,75,57,38,67
754943,06-07-19 22:05,36,23,37,21,31,72,34,14,1,55,65,78,66,28,79,5,57,19,25,17
754944,06-07-19 22:10,23,10,57,73,67,47,55,71,25,40,20,69,52,11,62,16,33,21,56,61
754945,06-07-19 22:15,31,29,54,60,61,46,50,56,67,5,79,59,4,55,18,27,47,42,3,70
754946,06-07-19 22:20,24,80,77,73,1,42,31,20,64,70,48,23,36,32,21,40,37,68,6,18
754947,06-07-19 22:25,56,55,7,10,67,23,50,51,24,19,12,34,2,64,42,78,49,45,17,37
754948,06-07-19 22:30,13,4,18,46,33,1,8,19,28,25,34,79,70,77,35,27,75,32,31,74
754949,06-07-19 22:35,46,32,1,11,54,60,18,44,15,4,73,12,55,13,2,58,20,41,71,38
754950,06-07-19 22:40,63,40,30,3,75,15,71,80,48,28,20,39,64,60,62,19,38,67,32,68
754951,06-07-19 22:45,63,45,24,13,68,5,51,4,27,18,80,49,42,11,16,76,2,26,41,20
754952,06-07-19 22:50,36,19,1,21,69,56,55,54,59,4,10,46,23,38,67,63,3,79,71,44
754953,06-07-19 22:55,72,24,58,70,74,33,68,71,14,45,2,4,11,5,18,52,8,69,44,65
754954,06-07-19 23:00,68,38,80,54,65,60,27,63,75,1,32,47,52,39,49,69,78,74,40,57
754955,06-07-19 23:05,78,7,27,76,18,69,26,54,30,35,34,75,3,53,38,47,66,11,41,37
754956,06-07-19 23:10,11,23,36,29,13,54,51,67,39,32,12,30,24,28,63,60,33,45,43,18
754957,06-07-19 23:15,69,78,49,43,45,25,73,70,57,11,32,74,39,50,4,31,48,76,1,77
754958,06-07-19 23:20,44,9,56,64,26,7,15,77,66,35,13,27,2,71,34,8,76,5,39,30
754959,06-07-19 23:25,50,22,66,30,78,2,70,14,39,55,69,12,54,65,57,67,62,25,34,13
754960,06-07-19 23:30,9,54,1,53,77,8,17,29,12,71,2,64,14,65,61,26,37,46,69,36
754961,06-07-19 23:35,46,2,19,39,54,27,79,30,20,51,12,13,17,24,18,33,44,3,80,49
754962,06-07-19 23:40,4,51,33,11,10,69,32,9,62,34,39,43,21,24,25,67,50,66,73,8
754963,06-07-19 23:45,18,56,26,76,47,14,40,24,58,77,48,73,69,70,7,31,80,11,13,38
754964,06-07-19 23:50,48,52,4,31,43,18,57,66,37,28,16,24,19,20,33,76,41,55,42,34
754965,06-07-19 23:55,30,4,57,6,10,72,8,45,34,51,56,39,59,11,13,18,25,78,37,63
754966,07-07-19 9:00,53,36,54,45,64,59,22,5,19,42,66,71,44,23,7,47,11,58,39,73
754967,07-07-19 9:05,54,62,69,77,66,75,43,21,55,42,60,22,10,61,48,25,73,46,13,68
754968,07-07-19 9:10,1,70,5,14,79,60,68,75,59,26,17,55,67,29,30,78,8,49,6,40
754969,07-07-19 9:15,40,20,77,48,4,2,47,41,69,39,27,9,10,54,65,34,71,60,38,29
754970,07-07-19 9:20,75,61,9,18,55,39,11,5,38,3,6,47,52,27,53,56,1,76,31,62
754971,07-07-19 9:25,38,3,60,48,6,21,67,23,72,20,2,46,50,7,5,56,4,27,8,25
754972,07-07-19 9:30,74,29,39,1,65,69,44,10,14,73,22,3,77,55,52,35,4,63,57,25
754973,07-07-19 9:35,25,24,58,47,20,22,53,4,12,72,65,21,8,49,6,29,16,63,66,40
754974,07-07-19 9:40,26,44,65,80,5,59,52,55,56,49,22,62,17,34,63,4,33,2,53,11
754975,07-07-19 9:45,75,79,56,52,69,40,12,43,53,8,51,71,28,39,67,78,14,5,38,7
754976,07-07-19 9:50,29,28,72,23,34,15,14,47,12,55,57,36,56,71,16,73,49,26,2,35
754977,07-07-19 9:55,34,9,22,59,14,71,49,58,73,36,10,51,6,72,68,33,47,79,53,63
754978,07-07-19 10:00,47,20,28,13,44,66,21,40,3,9,42,69,32,80,55,45,24,50,64,12
754979,07-07-19 10:05,52,32,13,79,7,54,14,34,66,51,22,43,73,44,76,78,30,49,58,31
754980,07-07-19 10:10,64,48,37,26,15,17,73,35,67,76,61,7,45,36,78,30,6,75,51,55
754981,07-07-19 10:15,2,7,74,55,27,20,14,6,15,3,9,11,39,50,13,53,63,67,4,8
754982,07-07-19 10:20,75,55,40,48,59,43,34,13,19,26,62,71,21,12,6,24,69,33,77,25
754983,07-07-19 10:25,19,28,41,36,35,10,73,66,20,6,62,29,1,37,46,55,63,50,75,31
754984,07-07-19 10:30,66,14,79,62,63,24,41,80,45,7,76,4,6,50,65,19,53,52,9,54
754985,07-07-19 10:35,43,16,48,6,78,59,65,19,36,56,11,2,45,47,62,64,12,49,4,3
754986,07-07-19 10:40,9,67,73,49,58,59,76,57,65,14,8,54,52,31,47,60,13,11,80,26
754987,07-07-19 10:45,25,28,20,26,73,12,61,44,41,40,2,60,37,69,75,32,79,63,80,16
754988,07-07-19 10:50,33,45,11,25,2,60,28,80,6,46,19,53,64,9,29,27,73,8,52,36
754989,07-07-19 10:55,70,72,41,33,44,23,15,51,26,59,63,29,31,53,50,20,61,45,37,68
754990,07-07-19 11:00,39,40,9,38,30,49,66,64,29,46,13,12,73,48,22,28,41,16,70,52
754991,07-07-19 11:05,7,66,13,17,52,30,63,50,27,59,4,11,41,65,19,72,5,56,23,20
754992,07-07-19 11:10,67,31,17,65,71,25,55,3,16,78,64,7,75,38,63,29,69,59,44,52
754993,07-07-19 11:15,18,70,66,56,21,37,12,17,27,23,50,7,13,24,26,76,73,35,75,72
754994,07-07-19 11:20,78,43,56,68,51,74,73,37,6,80,45,54,23,35,30,3,77,13,47,20
754995,07-07-19 11:25,52,58,78,53,67,18,29,74,80,42,28,7,69,31,12,11,16,75,51,70
754996,07-07-19 11:30,39,74,42,26,11,64,45,28,16,35,8,57,75,70,18,34,46,78,72,79
754997,07-07-19 11:35,7,35,75,38,65,60,52,69,74,28,79,59,47,43,66,24,32,37,73,63
754998,07-07-19 11:40,51,3,33,65,25,4,17,2,7,1,76,28,48,13,36,44,67,58,5,11
754999,07-07-19 11:45,59,52,26,63,5,16,70,32,80,56,58,64,49,29,3,31,23,18,61,14
755000,07-07-19 11:50,2,39,73,50,60,72,14,43,65,44,36,77,41,3,5,8,4,7,1,11
755001,07-07-19 11:55,78,58,48,21,72,35,70,10,25,15,4,43,53,24,61,71,50,7,66,46
755002,07-07-19 12:00,57,49,5,63,15,31,46,33,55,67,26,1,39,65,56,53,32,16,41,70
755003,07-07-19 12:05,55,42,50,35,43,23,73,63,15,60,44,58,68,45,65,3,69,11,17,66
755004,07-07-19 12:10,79,26,58,30,45,24,28,16,29,75,66,37,17,12,61,56,34,23,6,70
755005,07-07-19 12:15,76,30,67,55,35,39,41,26,62,1,14,54,45,36,6,60,7,21,59,73
755006,07-07-19 12:20,9,73,77,55,11,64,59,32,28,29,76,46,51,40,45,18,24,27,52,67
755007,07-07-19 12:25,24,45,80,65,42,19,29,38,66,35,3,21,54,18,39,40,68,69,36,78
755008,07-07-19 12:30,31,58,19,25,70,67,49,2,59,33,62,18,60,79,74,46,5,56,13,53
755009,07-07-19 12:35,2,29,43,5,32,78,16,9,24,76,48,11,54,14,18,22,27,53,8,70
755010,07-07-19 12:40,25,24,34,40,44,60,29,41,27,43,74,51,31,26,20,63,4,28,49,78
755011,07-07-19 12:45,73,58,25,69,46,56,61,43,53,36,30,16,29,63,20,48,7,74,4,12
755012,07-07-19 12:50,10,44,17,26,47,50,59,19,53,11,52,7,80,8,39,2,58,64,16,3
755013,07-07-19 12:55,58,11,20,9,53,13,14,48,71,26,63,28,79,60,17,77,34,57,36,3
755014,07-07-19 13:00,64,25,6,1,31,78,2,71,67,9,60,77,40,80,20,54,7,45,11,76
755015,07-07-19 13:05,15,28,29,13,70,60,57,77,31,24,75,33,48,74,50,9,53,35,79,32
755016,07-07-19 13:10,74,60,6,46,25,57,42,69,77,39,7,73,48,38,37,22,66,32,53,45
755017,07-07-19 13:15,9,1,37,69,13,26,19,71,43,30,51,8,35,75,23,67,41,38,5,59
755018,07-07-19 13:20,53,30,28,29,13,51,67,65,14,78,9,61,37,7,21,77,55,42,3,10
755019,07-07-19 13:25,15,1,21,17,69,46,62,79,27,6,55,37,33,12,13,50,29,22,32,7
755020,07-07-19 13:30,30,14,6,73,13,12,19,40,63,22,31,59,57,34,25,17,70,29,71,69
755021,07-07-19 13:35,48,67,27,12,3,22,38,50,16,33,43,64,36,31,69,41,7,44,71,72
755022,07-07-19 13:40,15,1,61,54,35,37,71,58,38,66,30,55,53,57,48,11,63,25,10,42
755023,07-07-19 13:45,3,48,20,58,18,34,53,28,44,67,79,2,37,36,43,15,14,1,32,62
755024,07-07-19 13:50,63,4,69,34,22,17,13,60,38,59,76,8,19,14,28,74,25,44,7,23
755025,07-07-19 13:55,17,31,1,58,46,26,76,64,32,79,60,14,25,15,41,54,24,23,40,56
755026,07-07-19 14:00,31,70,57,44,52,5,42,74,69,47,62,30,10,66,45,79,49,19,72,33
755027,07-07-19 14:05,47,9,7,3,24,75,51,34,68,26,55,19,80,27,48,46,6,18,44,71
755028,07-07-19 14:10,75,74,32,50,29,30,31,73,39,8,79,18,36,20,7,45,58,11,1,23
755029,07-07-19 14:15,13,66,34,59,57,32,30,33,39,44,50,1,17,28,78,35,45,54,21,5
755030,07-07-19 14:20,69,26,43,28,32,66,46,23,6,41,58,18,65,2,40,54,79,11,67,68
755031,07-07-19 14:25,13,61,35,22,80,18,55,21,10,29,9,39,15,64,6,58,7,59,37,33
755032,07-07-19 14:30,42,60,53,37,73,3,16,52,28,78,54,39,9,18,63,12,64,71,43,31
755033,07-07-19 14:35,66,38,30,78,25,70,11,67,39,50,43,35,15,57,33,13,69,28,29,34
755034,07-07-19 14:40,69,56,44,22,43,35,60,61,80,17,15,49,7,42,48,58,38,72,40,26
755035,07-07-19 14:45,68,13,72,18,67,59,14,5,78,20,52,24,44,15,22,25,53,61,33,26
755036,07-07-19 14:50,30,4,38,1,2,8,60,59,66,63,52,57,27,3,64,17,61,19,21,5
755037,07-07-19 14:55,42,20,69,11,77,10,39,78,9,59,49,34,32,37,41,73,16,61,45,55
755038,07-07-19 15:00,37,45,32,1,35,65,77,38,44,30,66,36,29,43,52,9,13,42,58,49
755039,07-07-19 15:05,47,34,21,1,31,49,55,42,20,48,57,12,13,52,64,76,46,62,54,22
755040,07-07-19 15:10,35,64,71,42,14,43,80,61,48,50,29,66,3,41,74,19,39,37,28,53
755041,07-07-19 15:15,61,74,36,26,31,46,24,47,22,18,69,52,55,34,11,60,7,50,29,8
755042,07-07-19 15:20,24,33,76,6,74,52,57,23,20,51,31,53,61,43,35,69,64,32,80,45
755043,07-07-19 15:25,62,19,50,55,17,18,47,64,36,54,61,65,10,3,28,79,42,39,48,43
755044,07-07-19 15:30,63,33,19,3,5,6,51,22,54,30,61,38,16,34,68,44,9,25,73,28
755045,07-07-19 15:35,80,70,20,2,28,71,36,23,32,78,64,4,24,52,3,44,5,42,9,60
755046,07-07-19 15:40,77,45,35,36,46,1,3,22,26,30,19,33,47,15,66,78,7,39,58,40
755047,07-07-19 15:45,72,2,78,44,6,25,46,34,50,47,56,58,80,43,41,14,3,68,42,7
755048,07-07-19 15:50,15,52,45,51,42,13,49,66,40,50,28,8,16,7,64,47,41,63,21,19
755049,07-07-19 15:55,18,6,24,2,27,47,43,3,31,53,4,37,49,25,29,15,39,69,60,56
755050,07-07-19 16:00,23,40,20,37,27,14,36,43,63,55,17,2,24,71,26,53,11,30,57,33
755051,07-07-19 16:05,39,13,11,5,80,6,33,74,18,41,46,72,32,79,68,15,51,57,31,53
755052,07-07-19 16:10,78,21,2,26,24,73,61,66,10,37,47,43,71,32,69,27,28,6,74,80
755053,07-07-19 16:15,3,36,64,46,68,48,79,55,24,14,18,59,15,34,39,43,51,16,53,37
755054,07-07-19 16:20,10,17,66,79,48,52,2,72,46,11,8,33,3,56,77,64,80,55,40,68
755055,07-07-19 16:25,53,32,15,24,35,71,30,65,61,34,51,78,36,56,64,38,19,22,37,7
755056,07-07-19 16:30,11,13,2,7,5,38,24,78,17,9,52,27,39,51,73,40,59,65,43,23
755057,07-07-19 16:35,35,22,10,65,44,1,26,32,16,46,29,20,12,59,80,52,48,78,61,41
755058,07-07-19 16:40,8,4,5,52,75,62,9,60,61,18,69,37,50,56,44,31,54,24,17,59
755059,07-07-19 16:45,23,19,5,46,76,4,11,72,27,12,44,10,63,39,6,2,25,30,71,68
755060,07-07-19 16:50,25,46,37,24,32,22,26,78,74,18,43,16,36,38,60,33,65,3,12,30
755061,07-07-19 16:55,55,30,12,9,48,41,35,80,16,10,27,64,79,5,39,78,31,45,72,68
755062,07-07-19 17:00,60,70,9,61,22,14,29,38,79,46,27,56,12,11,33,21,74,54,72,24
755063,07-07-19 17:05,49,2,76,39,54,78,9,16,41,75,10,14,47,44,70,59,20,62,24,4
755064,07-07-19 17:10,72,8,74,76,16,32,49,59,22,30,31,7,63,68,52,20,53,15,24,45
755065,07-07-19 17:15,51,13,75,63,15,9,36,60,64,10,16,27,6,52,66,21,22,8,39,77
755066,07-07-19 17:20,36,38,79,7,41,78,10,40,45,43,17,53,59,12,9,2,60,64,77,46
755067,07-07-19 17:25,24,21,7,43,68,45,80,3,50,76,39,60,22,62,6,74,67,5,32,57
755068,07-07-19 17:30,26,20,38,75,31,59,37,3,32,30,52,13,6,65,4,29,7,28,80,76
755069,07-07-19 17:35,62,22,50,51,11,40,9,65,43,25,75,60,42,70,59,30,1,19,10,79
755070,07-07-19 17:40,80,73,3,38,52,59,28,56,17,57,55,11,77,43,51,49,75,35,26,16
755071,07-07-19 17:45,43,14,62,50,72,58,13,15,6,30,59,23,53,31,51,38,32,71,70,68
755072,07-07-19 17:50,13,70,35,73,69,9,36,64,71,21,63,1,8,72,54,16,56,40,25,38
755073,07-07-19 17:55,61,34,72,74,7,5,4,70,55,20,32,49,71,17,69,46,60,24,50,1
755074,07-07-19 18:00,71,22,50,77,74,28,9,18,7,64,30,76,72,1,53,31,19,56,48,67
755075,07-07-19 18:05,49,54,55,60,31,57,15,24,79,51,29,69,62,23,67,72,30,10,40,61
755076,07-07-19 18:10,11,59,62,61,79,8,39,34,19,40,64,41,60,32,21,54,47,15,77,43
755077,07-07-19 18:15,70,78,29,45,58,24,42,73,37,56,20,43,61,31,47,77,63,1,46,59
755078,07-07-19 18:20,52,78,71,19,18,77,53,30,70,26,80,42,13,34,31,39,64,74,32,44
755079,07-07-19 18:25,40,14,22,30,26,21,34,52,63,24,35,8,50,77,80,36,7,56,4,33
755080,07-07-19 18:30,51,67,2,11,52,77,8,75,31,22,57,27,58,32,14,38,49,16,25,42
755081,07-07-19 18:35,14,71,13,67,63,64,54,45,49,29,30,15,70,37,32,27,2,42,53,22
755082,07-07-19 18:40,58,57,14,69,15,49,23,19,72,20,13,67,78,30,46,22,47,4,80,31
755083,07-07-19 18:45,72,73,49,80,33,60,16,57,74,54,35,64,77,66,36,10,52,23,2,4
755084,07-07-19 18:50,7,36,1,72,48,53,10,79,75,37,24,21,63,57,55,50,66,31,17,32
755085,07-07-19 18:55,58,14,7,62,6,66,21,12,9,40,39,41,32,68,80,57,15,51,31,56
755086,07-07-19 19:00,5,78,72,15,40,74,51,37,35,56,11,17,62,52,48,10,63,66,4,16
755087,07-07-19 19:05,13,24,18,28,16,76,2,14,31,42,50,56,53,36,48,58,80,72,34,57
755088,07-07-19 19:10,45,54,59,57,46,27,7,75,5,18,70,76,17,4,60,69,34,10,26,37
755089,07-07-19 19:15,73,46,54,15,6,8,58,35,51,17,56,11,80,9,36,14,32,65,37,76
755090,07-07-19 19:20,69,8,14,79,55,72,74,38,50,65,22,43,41,16,12,7,33,34,35,53
755091,07-07-19 19:25,77,59,37,27,33,75,32,4,80,79,65,38,44,54,19,63,18,7,62,56
755092,07-07-19 19:30,74,48,7,40,10,12,42,73,38,36,64,41,50,53,67,31,65,39,51,15
755093,07-07-19 19:35,72,18,30,40,20,65,37,7,45,10,31,33,9,44,68,16,57,8,46,41
755094,07-07-19 19:40,79,70,40,64,61,33,3,26,9,50,75,12,31,7,5,59,13,68,76,47
755095,07-07-19 19:45,58,37,64,9,68,22,19,53,72,74,1,78,70,73,42,2,8,10,54,59
755096,07-07-19 19:50,53,66,65,13,5,40,46,58,28,16,27,19,25,45,23,34,62,43,44,6
755097,07-07-19 19:55,56,64,8,28,66,38,39,60,59,24,65,43,42,5,77,32,55,79,2,41
755098,07-07-19 20:00,18,13,25,32,29,74,10,31,63,69,12,64,41,35,54,28,58,57,50,44
755099,07-07-19 20:05,56,51,59,32,44,30,3,57,63,39,7,73,10,64,4,31,19,29,15,49
755100,07-07-19 20:10,3,48,20,74,70,59,45,30,34,49,12,51,35,6,56,69,39,40,10,7
755101,07-07-19 20:15,29,11,13,36,28,9,35,14,5,34,39,71,1,49,41,79,15,22,37,3
755102,07-07-19 20:20,36,19,31,10,46,66,56,3,75,18,16,68,79,38,71,26,64,7,15,54
755103,07-07-19 20:25,6,21,35,22,10,38,50,73,47,30,15,80,9,58,3,12,20,42,64,56
755104,07-07-19 20:30,67,77,65,16,62,68,49,8,14,32,55,21,22,1,47,63,60,34,33,2
755105,07-07-19 20:35,64,34,10,33,18,25,17,47,74,9,37,5,38,20,15,1,52,21,30,53
755106,07-07-19 20:40,62,12,17,41,21,44,14,20,8,66,2,74,72,71,10,24,36,52,27,48
755107,07-07-19 20:45,56,71,9,36,18,43,47,26,31,65,23,38,63,77,68,76,80,20,42,39
755108,07-07-19 20:50,21,61,22,72,29,77,4,36,49,13,75,11,62,23,56,73,64,54,46,27
755109,07-07-19 20:55,56,59,15,14,6,24,9,48,35,64,30,7,51,12,60,44,19,69,25,55
755110,07-07-19 21:00,8,44,17,16,62,68,71,3,57,43,54,22,55,80,73,58,76,65,35,46
755111,07-07-19 21:05,42,63,53,72,34,41,36,31,58,51,28,45,18,3,55,38,61,11,25,66
755112,07-07-19 21:10,5,31,33,1,13,39,42,25,7,71,56,36,29,3,8,64,50,15,35,21
